24,24,10,24,24,24,24,24,24,24,8,24,24,24,8.5,24,24,8,24,9,24,24,10,24,24,24,24,24,24,24,10,24,24,24,24,24,7,24,8,7,1.5,24,4,24,5,7,24,24,24,24,24,12,9,6,24,4
459000,386800,99900,520000,170000,85000,499000,350000,325000,430000,272000,1200000,85000,21300,170000,100000,236300,272000,340000,89300,89000,425000,89300,359000,15000,20000,29800,42500,19000,135000,552500,535000,19000,300000,62500,150000,291000,425000,285000,291000,180000,315000,225000,245000,214695,700000,390000,300000,489700,600000,395000,475000,90100,165000,255000,150000
